ردیف,priority,سال,بخش,ماده,بخش (ماده),موضوع,بند,خلاصه,شرح
134,1,1393,هفتم,,,بیماریهای ریه و قفسه صدری,29,سایر بیماری ها,"سایر بیماری ها:
الف) سایر بیماریهای موضوع این بخش که منطبق با دسته دوم ماده 2 آیین نامه می باشند: معاف از خدمات رزمی 
ب)سایر بیماریهای موضوع این بخش که منطبق با دسته سوم ماده 2 آیین نامه می باشند: شش ماه معاف موقت 
ج) سایر بیماریهای موضوع این بخش که منطبق با دسته چهارم ماده 2 آیین نامه می باشند: معاف دائم"
135,1,1393,هشتم,,,بیماریهای استخوان (ارتوپدی),1,انحرافات ستون فقرات ,"انحرافات ستون فقرات مادرزادي يا اكتسابي:
الف)کیفوز توراسیک بالای 70 درجه و کیفوز توراکولومبار بالای 30 درجه: معاف دائم 
ب) کیفوز توراسیک بین 50-70 درجه: معاف از خدمات رزمی 
ج) کیفوز توراکولومبار بین 10-30 درجه: معاف از خدمات رزمی 
د) اسکولیوز بیش از 30 درجه: معاف دائم 
توضيحات بند 1 :با توجه به محتوای جزء (د) و تبصره برای مدارک کارشناسی و بالاتر اسکولیوز بیش از 45 درجه معافیت دائم در نظر گرفته شد.
ه) اسکولیوز بین 20-30 درجه : معاف از خدمات رزمی 
تبصره برای دارندگان مدارک کارشناسی و بالاتر اسکولیوز بین 20 تا 45 درجه: معاف از خدمات رزمی"
136,1,1393,هشتم,,,بیماریهای استخوان (ارتوپدی),2,شکستگی های ا ستابولوم,"شکستگی های قدیمی حفره کوتیل (ا ستابولوم) چنانچه با تغییر شکل حفره و با عارضه مفصلی همراه باشد: معاف دائم
توضيحات بند 2: شکستگی حاد استابولوم طبق (بند 47) جزء ب (معاف موقت) قابل رسیدگی می باشد."
137,1,1393,هشتم,,,بیماریهای استخوان (ارتوپدی),3,نکروز آواسکولار سر استخوان ران,نکروز آواسکولار سر استخوان ران به هر علتّ: معاف دائم
138,1,1393,هشتم,,,بیماریهای استخوان (ارتوپدی),4,شکستگی های لگن,"شکستگی های لگن:
الف)نوع مالگین: معاف دائم 
ب) نوع Open Book: معاف از خدمات رزمی"
139,1,1393,هشتم,,,بیماریهای استخوان (ارتوپدی),5,بیماری شوئرمان,بیماری شوئرمان: معاف از خدمات رزمی
140,1,1393,هشتم,,,بیماریهای استخوان (ارتوپدی),6,استئومیلیت,"استئومیلیت:
الف) نوع حاد: شش ماه معاف موقت 
ب) عفونتهائی که علیرغم 6 ماه درمان بهبود نیافته یا منجر به تغییر شکل استخوان همراه با اختلال عملکرد شده باشد: معاف دائم"
141,1,1393,هشتم,,,بیماریهای استخوان (ارتوپدی),7,تومورهای خوش خیم استخوانی,"تومورهای خوش خیم استخوانی:
الف) همراه با ایجاد اختلال مشهود در کار عضو به شرطی که با عمل جراحی بهبودی حاصل نشود: معاف دائم 
ب) داخل استخوانی در استخوانهای فمور، تیبیا، کالکانئوس، تالوس، اسکافوئید، هومروس، رادیوس و اولنا با قطر بیشتر از 1/3 قطر استخوان: معاف دائم 
توضيحات بند 7 در جزء ب: Non osifin Fibromo  به استناد (بند 47) قسمت (الف) (معاف از رزم) قابل رسیدگی می باشد.
ج) داخل استخوانی کمتر از 1/3 قطر استخوان: معاف از خدمات رزمی"
142,1,1393,هشتم,,,بیماریهای استخوان (ارتوپدی),8,کیستهای استخوانی,"کیستهای استخوانی:
الف) کیستهای بزرگ با خطر شکستگی یا با اندازه بیش از 1/3 قطر استخوان یا کیست های کوچک متعدد (بیش از 3 عدد) با عارضه (در استخوانهای فمور، تیبیا، کالکانئوس، تالوس، اسکافوئید، هومروس، رادیوس و اولنا): معاف دائم
ب) کیستهای کوچک و بدون عارضه: معاف از خدمات رزمی
توضيحات بند 8: کیستهای کوچک استخوانی بیش از سه عدد، صرفا در یک استخوان مد نظر می باشد."
143,1,1393,هشتم,,,بیماریهای استخوان (ارتوپدی),9,شکستگی های استخوانهای بلند,"شکستگی های استخوانهای بلند:
الف) شکستگی هائی که بعد از 9 ماه جوش نخورده باشد و مفصل کاذب ایجاد کرده باشد و یا در وضع نامناسب جوش خورده و اشکال عملی ایجاد نموده باشد: معاف دائم
ب) شکستگی های جوش خورده استخوانهای بلند و لگن با و یا بدون نصب پیچ یا پلاک و یا کونچر و بدون عارضه: معاف از خدمات رزمی 
ج) شکستگیهای جوش نخورده بدون نصب پیچ و پلاک و کونچر که کمتر از 6 ماه از تاریخ شکستگی گذشته باشد: معاف موقت(به مدت حداکثر 9 ماه از تاریخ شکستگی)"
144,1,1393,هشتم,,,بیماریهای استخوان (ارتوپدی),10,شکستگی های استخوانهای کوتاه,"شکستگی های استخوانی غیر از استخوانهای بند 9:
الف) بعد از 9 ماه جوش نخورده و با عمل جراحی نیز بهبود نیافته باشد همراه با اختلال عملکرد: معاف دائم
ب) جوش نخورده باشد(کمتر از 9 ماه): معاف موقت (به مدت حداکثر 9 ماه از تاریخ شکستگی)"
145,1,1393,هشتم,,,بیماریهای استخوان (ارتوپدی),11,قطع یا فقدان یکی از اندامها,قطع یا فقدان یکی از اندامها : معاف دائم
146,1,1393,هشتم,,,بیماریهای استخوان (ارتوپدی),12,کوتاهی پا,"کوتاهی پا:
الف) کوتاهی بیش از 3 سانتی متر (به استناد اسکنوگرام): معاف دائم 
تبصره برای دارندگان مدارک کارشناسی کوتاهی بیش از 5 سانتی متر : معاف دائم 
ب) کوتاهی از 1 تا مساوی 3 سانتی متر: معاف از خدمات رزمی 
تبصره – برای دارندگان مدارک کارشناسی کوتاهی از 1 تا مساوی 5 سانتی متر: معاف از خدمات رزمی"
147,1,1393,هشتم,,,بیماریهای استخوان (ارتوپدی),13,سینوویال کندروماتوزیس مفاصل بزرگ,سینوویال کندروماتوزیس مفاصل بزرگ همراه با اختلال عملی: معاف دائم
148,1,1393,هشتم,,,بیماریهای استخوان (ارتوپدی),14,انکیلوز مفاصل بزرگ,"انکیلوز مفاصل بزرگ (هانش، زانو، آرنج، شانه، مچ پا، مچ دست): معاف دائم"
149,1,1393,هشتم,,,بیماریهای استخوان (ارتوپدی),15,محدودیت حرکات مفاصل,"محدودیت حرکات مفاصل (غیر قابل درمان و پایدار):
الف) در مورد مفاصل هانش، زانو و شانه (محدودیت بیش از 1/4 محدوده طبیعی حرکت مفصل مربوطه): معاف دائم 
تبصره: برای دارندگان مدارک کارشناسی و بالاتر محدودیت بین 1/4 تا 1/2 محدوده طبیعی حرکت مفصل در اندام فوقانی: معاف از خدمات رزمی
تبصره:  در ادامه تبصره محدودیت حرکتی بیش از ½ محدوده طبیعی در اندام فوقانی و تحتانی برای مدارک کارشناسی و بالاتر معاف دائم مد نظر گرفته شود.
ب) محدودیت حرکات سایر مفاصل بزرگ (مچ دست، مچ پا، آرنج) در صورتی که بیش از نیمی از حرکات، محدود شده باشد: معاف دائم 
ج ) در موارد خفیف تر همراه با اختلال عملکرد: معاف از خدمات رزمی"
150,1,1393,هشتم,,,بیماریهای استخوان (ارتوپدی),16,در رفتگی مفاصل بزرگ,"در رفتگی مکرر و یا قدیمی و مادرزادی مفاصل بزرگ عمل کرده یا نکرده (بدون عارضه): معاف از خدمات رزمی 
تبصره – در صورتیکه در حین خدمت بیش از دو نوبت در رفتگی به فاصله بیش از دو ماه ایجاد شود: معاف دائم
توضيحات بند 16: موارد عارضه دار حسب نوع عارضه از سایر بندها قابل رسیدگی می باشد."
151,1,1393,هشتم,,,بیماریهای استخوان (ارتوپدی),17,شلی لیگامانهای زانو و مچ پا,شلی لیگامانهای زانو و مچ پا و در رفتگی عادتی مفاصل که مانع تمرینات نظامی باشد: معاف از خدمات رزمی
